id,id_grid,organ,image_path,mask_path,fold
4066,4066_0001,kidney,../input/hubmap-2022-256x256/train/4066_0001.png,../input/hubmap-2022-256x256/masks/4066_0001.png,0.0
3057,3057_0003,spleen,../input/hubmap-2022-256x256/train/3057_0003.png,../input/hubmap-2022-256x256/masks/3057_0003.png,1.0
11448,11448_0001,spleen,../input/hubmap-2022-256x256/train/11448_0001.png,../input/hubmap-2022-256x256/masks/11448_0001.png,3.0
23640,23640_0003,prostate,../input/hubmap-2022-256x256/train/23640_0003.png,../input/hubmap-2022-256x256/masks/23640_0003.png,2.0
26319,26319_0003,largeintestine,../input/hubmap-2022-256x256/train/26319_0003.png,../input/hubmap-2022-256x256/masks/26319_0003.png,1.0
28622,28622_0004,prostate,../input/hubmap-2022-256x256/train/28622_0004.png,../input/hubmap-2022-256x256/masks/28622_0004.png,1.0
2447,2447_0001,kidney,../input/hubmap-2022-256x256/train/2447_0001.png,../input/hubmap-2022-256x256/masks/2447_0001.png,4.0
20247,20247_0004,prostate,../input/hubmap-2022-256x256/train/20247_0004.png,../input/hubmap-2022-256x256/masks/20247_0004.png,0.0
7397,7397_0008,prostate,../input/hubmap-2022-256x256/train/7397_0008.png,../input/hubmap-2022-256x256/masks/7397_0008.png,4.0
18792,18792_0006,spleen,../input/hubmap-2022-256x256/train/18792_0006.png,../input/hubmap-2022-256x256/masks/18792_0006.png,1.0
4412,4412_0000,lung,../input/hubmap-2022-256x256/train/4412_0000.png,../input/hubmap-2022-256x256/masks/4412_0000.png,2.0
23665,23665_0007,kidney,../input/hubmap-2022-256x256/train/23665_0007.png,../input/hubmap-2022-256x256/masks/23665_0007.png,1.0
4802,4802_0007,prostate,../input/hubmap-2022-256x256/train/4802_0007.png,../input/hubmap-2022-256x256/masks/4802_0007.png,2.0
15005,15005_0002,kidney,../input/hubmap-2022-256x256/train/15005_0002.png,../input/hubmap-2022-256x256/masks/15005_0002.png,0.0
25689,25689_0002,largeintestine,../input/hubmap-2022-256x256/train/25689_0002.png,../input/hubmap-2022-256x256/masks/25689_0002.png,4.0
26174,26174_0007,kidney,../input/hubmap-2022-256x256/train/26174_0007.png,../input/hubmap-2022-256x256/masks/26174_0007.png,1.0
1184,1184_0005,prostate,../input/hubmap-2022-256x256/train/1184_0005.png,../input/hubmap-2022-256x256/masks/1184_0005.png,2.0
27468,27468_0008,kidney,../input/hubmap-2022-256x256/train/27468_0008.png,../input/hubmap-2022-256x256/masks/27468_0008.png,3.0
20302,20302_0002,kidney,../input/hubmap-2022-256x256/train/20302_0002.png,../input/hubmap-2022-256x256/masks/20302_0002.png,0.0
29143,29143_0006,spleen,../input/hubmap-2022-256x256/train/29143_0006.png,../input/hubmap-2022-256x256/masks/29143_0006.png,2.0
20247,20247_0003,prostate,../input/hubmap-2022-256x256/train/20247_0003.png,../input/hubmap-2022-256x256/masks/20247_0003.png,3.0
660,660_0000,kidney,../input/hubmap-2022-256x256/train/660_0000.png,../input/hubmap-2022-256x256/masks/660_0000.png,2.0
31727,31727_0008,largeintestine,../input/hubmap-2022-256x256/train/31727_0008.png,../input/hubmap-2022-256x256/masks/31727_0008.png,4.0
13507,13507_0002,largeintestine,../input/hubmap-2022-256x256/train/13507_0002.png,../input/hubmap-2022-256x256/masks/13507_0002.png,0.0
19048,19048_0004,kidney,../input/hubmap-2022-256x256/train/19048_0004.png,../input/hubmap-2022-256x256/masks/19048_0004.png,3.0
30294,30294_0007,prostate,../input/hubmap-2022-256x256/train/30294_0007.png,../input/hubmap-2022-256x256/masks/30294_0007.png,3.0
29238,29238_0005,kidney,../input/hubmap-2022-256x256/train/29238_0005.png,../input/hubmap-2022-256x256/masks/29238_0005.png,0.0
27232,27232_0006,lung,../input/hubmap-2022-256x256/train/27232_0006.png,../input/hubmap-2022-256x256/masks/27232_0006.png,4.0
30474,30474_0002,kidney,../input/hubmap-2022-256x256/train/30474_0002.png,../input/hubmap-2022-256x256/masks/30474_0002.png,4.0
15499,15499_0001,largeintestine,../input/hubmap-2022-256x256/train/15499_0001.png,../input/hubmap-2022-256x256/masks/15499_0001.png,3.0
12233,12233_0000,prostate,../input/hubmap-2022-256x256/train/12233_0000.png,../input/hubmap-2022-256x256/masks/12233_0000.png,2.0
26780,26780_0000,largeintestine,../input/hubmap-2022-256x256/train/26780_0000.png,../input/hubmap-2022-256x256/masks/26780_0000.png,4.0
8151,8151_0003,lung,../input/hubmap-2022-256x256/train/8151_0003.png,../input/hubmap-2022-256x256/masks/8151_0003.png,2.0
7569,7569_0001,kidney,../input/hubmap-2022-256x256/train/7569_0001.png,../input/hubmap-2022-256x256/masks/7569_0001.png,4.0
5552,5552_0003,lung,../input/hubmap-2022-256x256/train/5552_0003.png,../input/hubmap-2022-256x256/masks/5552_0003.png,0.0
28436,28436_0004,kidney,../input/hubmap-2022-256x256/train/28436_0004.png,../input/hubmap-2022-256x256/masks/28436_0004.png,1.0
23760,23760_0006,kidney,../input/hubmap-2022-256x256/train/23760_0006.png,../input/hubmap-2022-256x256/masks/23760_0006.png,4.0
10274,10274_0006,prostate,../input/hubmap-2022-256x256/train/10274_0006.png,../input/hubmap-2022-256x256/masks/10274_0006.png,0.0
3054,3054_0004,spleen,../input/hubmap-2022-256x256/train/3054_0004.png,../input/hubmap-2022-256x256/masks/3054_0004.png,3.0
31733,31733_0000,spleen,../input/hubmap-2022-256x256/train/31733_0000.png,../input/hubmap-2022-256x256/masks/31733_0000.png,4.0
9231,9231_0001,prostate,../input/hubmap-2022-256x256/train/9231_0001.png,../input/hubmap-2022-256x256/masks/9231_0001.png,4.0
28262,28262_0000,kidney,../input/hubmap-2022-256x256/train/28262_0000.png,../input/hubmap-2022-256x256/masks/28262_0000.png,1.0
25620,25620_0004,kidney,../input/hubmap-2022-256x256/train/25620_0004.png,../input/hubmap-2022-256x256/masks/25620_0004.png,3.0
32151,32151_0007,lung,../input/hubmap-2022-256x256/train/32151_0007.png,../input/hubmap-2022-256x256/masks/32151_0007.png,2.0
27781,27781_0002,spleen,../input/hubmap-2022-256x256/train/27781_0002.png,../input/hubmap-2022-256x256/masks/27781_0002.png,0.0
31675,31675_0006,spleen,../input/hubmap-2022-256x256/train/31675_0006.png,../input/hubmap-2022-256x256/masks/31675_0006.png,4.0
23252,23252_0003,lung,../input/hubmap-2022-256x256/train/23252_0003.png,../input/hubmap-2022-256x256/masks/23252_0003.png,1.0
23051,23051_0001,kidney,../input/hubmap-2022-256x256/train/23051_0001.png,../input/hubmap-2022-256x256/masks/23051_0001.png,3.0
13189,13189_0006,lung,../input/hubmap-2022-256x256/train/13189_0006.png,../input/hubmap-2022-256x256/masks/13189_0006.png,3.0
8894,8894_0007,spleen,../input/hubmap-2022-256x256/train/8894_0007.png,../input/hubmap-2022-256x256/masks/8894_0007.png,0.0
14388,14388_0003,lung,../input/hubmap-2022-256x256/train/14388_0003.png,../input/hubmap-2022-256x256/masks/14388_0003.png,2.0
4265,4265_0003,kidney,../input/hubmap-2022-256x256/train/4265_0003.png,../input/hubmap-2022-256x256/masks/4265_0003.png,1.0
30474,30474_0003,kidney,../input/hubmap-2022-256x256/train/30474_0003.png,../input/hubmap-2022-256x256/masks/30474_0003.png,2.0
6730,6730_0000,prostate,../input/hubmap-2022-256x256/train/6730_0000.png,../input/hubmap-2022-256x256/masks/6730_0000.png,4.0
15329,15329_0000,lung,../input/hubmap-2022-256x256/train/15329_0000.png,../input/hubmap-2022-256x256/masks/15329_0000.png,3.0
4412,4412_0003,lung,../input/hubmap-2022-256x256/train/4412_0003.png,../input/hubmap-2022-256x256/masks/4412_0003.png,4.0
24100,24100_0002,kidney,../input/hubmap-2022-256x256/train/24100_0002.png,../input/hubmap-2022-256x256/masks/24100_0002.png,1.0
31733,31733_0004,spleen,../input/hubmap-2022-256x256/train/31733_0004.png,../input/hubmap-2022-256x256/masks/31733_0004.png,1.0
27471,27471_0001,prostate,../input/hubmap-2022-256x256/train/27471_0001.png,../input/hubmap-2022-256x256/masks/27471_0001.png,4.0
22544,22544_0006,kidney,../input/hubmap-2022-256x256/train/22544_0006.png,../input/hubmap-2022-256x256/masks/22544_0006.png,1.0
7970,7970_0004,kidney,../input/hubmap-2022-256x256/train/7970_0004.png,../input/hubmap-2022-256x256/masks/7970_0004.png,2.0
18121,18121_0002,kidney,../input/hubmap-2022-256x256/train/18121_0002.png,../input/hubmap-2022-256x256/masks/18121_0002.png,3.0
14407,14407_0000,prostate,../input/hubmap-2022-256x256/train/14407_0000.png,../input/hubmap-2022-256x256/masks/14407_0000.png,2.0
144,144_0006,spleen,../input/hubmap-2022-256x256/train/144_0006.png,../input/hubmap-2022-256x256/masks/144_0006.png,1.0
7359,7359_0002,lung,../input/hubmap-2022-256x256/train/7359_0002.png,../input/hubmap-2022-256x256/masks/7359_0002.png,2.0
12476,12476_0008,lung,../input/hubmap-2022-256x256/train/12476_0008.png,../input/hubmap-2022-256x256/masks/12476_0008.png,4.0
14388,14388_0000,lung,../input/hubmap-2022-256x256/train/14388_0000.png,../input/hubmap-2022-256x256/masks/14388_0000.png,4.0
26780,26780_0003,largeintestine,../input/hubmap-2022-256x256/train/26780_0003.png,../input/hubmap-2022-256x256/masks/26780_0003.png,4.0
1123,1123_0008,spleen,../input/hubmap-2022-256x256/train/1123_0008.png,../input/hubmap-2022-256x256/masks/1123_0008.png,1.0
27232,27232_0005,lung,../input/hubmap-2022-256x256/train/27232_0005.png,../input/hubmap-2022-256x256/masks/27232_0005.png,4.0
9904,9904_0000,largeintestine,../input/hubmap-2022-256x256/train/9904_0000.png,../input/hubmap-2022-256x256/masks/9904_0000.png,3.0
16890,16890_0003,largeintestine,../input/hubmap-2022-256x256/train/16890_0003.png,../input/hubmap-2022-256x256/masks/16890_0003.png,3.0
23665,23665_0001,kidney,../input/hubmap-2022-256x256/train/23665_0001.png,../input/hubmap-2022-256x256/masks/23665_0001.png,2.0
62,62_0004,kidney,../input/hubmap-2022-256x256/train/62_0004.png,../input/hubmap-2022-256x256/masks/62_0004.png,0.0
13507,13507_0000,largeintestine,../input/hubmap-2022-256x256/train/13507_0000.png,../input/hubmap-2022-256x256/masks/13507_0000.png,4.0
686,686_0002,lung,../input/hubmap-2022-256x256/train/686_0002.png,../input/hubmap-2022-256x256/masks/686_0002.png,0.0
26780,26780_0007,largeintestine,../input/hubmap-2022-256x256/train/26780_0007.png,../input/hubmap-2022-256x256/masks/26780_0007.png,0.0
6807,6807_0003,kidney,../input/hubmap-2022-256x256/train/6807_0003.png,../input/hubmap-2022-256x256/masks/6807_0003.png,2.0
29213,29213_0000,prostate,../input/hubmap-2022-256x256/train/29213_0000.png,../input/hubmap-2022-256x256/masks/29213_0000.png,4.0
32009,32009_0008,prostate,../input/hubmap-2022-256x256/train/32009_0008.png,../input/hubmap-2022-256x256/masks/32009_0008.png,4.0
16728,16728_0000,largeintestine,../input/hubmap-2022-256x256/train/16728_0000.png,../input/hubmap-2022-256x256/masks/16728_0000.png,4.0
20478,20478_0001,kidney,../input/hubmap-2022-256x256/train/20478_0001.png,../input/hubmap-2022-256x256/masks/20478_0001.png,2.0
19084,19084_0007,prostate,../input/hubmap-2022-256x256/train/19084_0007.png,../input/hubmap-2022-256x256/masks/19084_0007.png,1.0
28429,28429_0000,lung,../input/hubmap-2022-256x256/train/28429_0000.png,../input/hubmap-2022-256x256/masks/28429_0000.png,4.0
5583,5583_0001,spleen,../input/hubmap-2022-256x256/train/5583_0001.png,../input/hubmap-2022-256x256/masks/5583_0001.png,0.0
13260,13260_0000,kidney,../input/hubmap-2022-256x256/train/13260_0000.png,../input/hubmap-2022-256x256/masks/13260_0000.png,0.0
15732,15732_0003,prostate,../input/hubmap-2022-256x256/train/15732_0003.png,../input/hubmap-2022-256x256/masks/15732_0003.png,4.0
29213,29213_0004,prostate,../input/hubmap-2022-256x256/train/29213_0004.png,../input/hubmap-2022-256x256/masks/29213_0004.png,0.0
26664,26664_0001,spleen,../input/hubmap-2022-256x256/train/26664_0001.png,../input/hubmap-2022-256x256/masks/26664_0001.png,0.0
20831,20831_0003,spleen,../input/hubmap-2022-256x256/train/20831_0003.png,../input/hubmap-2022-256x256/masks/20831_0003.png,0.0
17143,17143_0007,prostate,../input/hubmap-2022-256x256/train/17143_0007.png,../input/hubmap-2022-256x256/masks/17143_0007.png,3.0
24100,24100_0006,kidney,../input/hubmap-2022-256x256/train/24100_0006.png,../input/hubmap-2022-256x256/masks/24100_0006.png,4.0
14756,14756_0000,kidney,../input/hubmap-2022-256x256/train/14756_0000.png,../input/hubmap-2022-256x256/masks/14756_0000.png,4.0
32527,32527_0007,kidney,../input/hubmap-2022-256x256/train/32527_0007.png,../input/hubmap-2022-256x256/masks/32527_0007.png,4.0
15067,15067_0007,lung,../input/hubmap-2022-256x256/train/15067_0007.png,../input/hubmap-2022-256x256/masks/15067_0007.png,2.0
127,127_0008,lung,../input/hubmap-2022-256x256/train/127_0008.png,../input/hubmap-2022-256x256/masks/127_0008.png,0.0
19048,19048_0007,kidney,../input/hubmap-2022-256x256/train/19048_0007.png,../input/hubmap-2022-256x256/masks/19048_0007.png,1.0
29213,29213_0002,prostate,../input/hubmap-2022-256x256/train/29213_0002.png,../input/hubmap-2022-256x256/masks/29213_0002.png,4.0
24522,24522_0002,kidney,../input/hubmap-2022-256x256/train/24522_0002.png,../input/hubmap-2022-256x256/masks/24522_0002.png,2.0
13507,13507_0007,largeintestine,../input/hubmap-2022-256x256/train/13507_0007.png,../input/hubmap-2022-256x256/masks/13507_0007.png,2.0
15499,15499_0006,largeintestine,../input/hubmap-2022-256x256/train/15499_0006.png,../input/hubmap-2022-256x256/masks/15499_0006.png,2.0
24100,24100_0000,kidney,../input/hubmap-2022-256x256/train/24100_0000.png,../input/hubmap-2022-256x256/masks/24100_0000.png,1.0
28622,28622_0000,prostate,../input/hubmap-2022-256x256/train/28622_0000.png,../input/hubmap-2022-256x256/masks/28622_0000.png,1.0
27298,27298_0004,kidney,../input/hubmap-2022-256x256/train/27298_0004.png,../input/hubmap-2022-256x256/masks/27298_0004.png,0.0
928,928_0004,prostate,../input/hubmap-2022-256x256/train/928_0004.png,../input/hubmap-2022-256x256/masks/928_0004.png,1.0
10892,10892_0003,largeintestine,../input/hubmap-2022-256x256/train/10892_0003.png,../input/hubmap-2022-256x256/masks/10892_0003.png,1.0
18792,18792_0001,spleen,../input/hubmap-2022-256x256/train/18792_0001.png,../input/hubmap-2022-256x256/masks/18792_0001.png,3.0
10044,10044_0003,prostate,../input/hubmap-2022-256x256/train/10044_0003.png,../input/hubmap-2022-256x256/masks/10044_0003.png,4.0
28189,28189_0001,lung,../input/hubmap-2022-256x256/train/28189_0001.png,../input/hubmap-2022-256x256/masks/28189_0001.png,2.0
30201,30201_0001,spleen,../input/hubmap-2022-256x256/train/30201_0001.png,../input/hubmap-2022-256x256/masks/30201_0001.png,4.0
6730,6730_0002,prostate,../input/hubmap-2022-256x256/train/6730_0002.png,../input/hubmap-2022-256x256/masks/6730_0002.png,4.0
14674,14674_0004,largeintestine,../input/hubmap-2022-256x256/train/14674_0004.png,../input/hubmap-2022-256x256/masks/14674_0004.png,0.0
19997,19997_0001,spleen,../input/hubmap-2022-256x256/train/19997_0001.png,../input/hubmap-2022-256x256/masks/19997_0001.png,1.0
26319,26319_0004,largeintestine,../input/hubmap-2022-256x256/train/26319_0004.png,../input/hubmap-2022-256x256/masks/26319_0004.png,4.0
10651,10651_0003,largeintestine,../input/hubmap-2022-256x256/train/10651_0003.png,../input/hubmap-2022-256x256/masks/10651_0003.png,2.0
16149,16149_0006,prostate,../input/hubmap-2022-256x256/train/16149_0006.png,../input/hubmap-2022-256x256/masks/16149_0006.png,0.0
2793,2793_0005,lung,../input/hubmap-2022-256x256/train/2793_0005.png,../input/hubmap-2022-256x256/masks/2793_0005.png,4.0
5086,5086_0005,lung,../input/hubmap-2022-256x256/train/5086_0005.png,../input/hubmap-2022-256x256/masks/5086_0005.png,4.0
32151,32151_0000,lung,../input/hubmap-2022-256x256/train/32151_0000.png,../input/hubmap-2022-256x256/masks/32151_0000.png,4.0
2279,2279_0003,spleen,../input/hubmap-2022-256x256/train/2279_0003.png,../input/hubmap-2022-256x256/masks/2279_0003.png,4.0
13942,13942_0005,prostate,../input/hubmap-2022-256x256/train/13942_0005.png,../input/hubmap-2022-256x256/masks/13942_0005.png,3.0
10892,10892_0002,largeintestine,../input/hubmap-2022-256x256/train/10892_0002.png,../input/hubmap-2022-256x256/masks/10892_0002.png,4.0
19084,19084_0002,prostate,../input/hubmap-2022-256x256/train/19084_0002.png,../input/hubmap-2022-256x256/masks/19084_0002.png,0.0
24100,24100_0007,kidney,../input/hubmap-2022-256x256/train/24100_0007.png,../input/hubmap-2022-256x256/masks/24100_0007.png,1.0
29424,29424_0000,largeintestine,../input/hubmap-2022-256x256/train/29424_0000.png,../input/hubmap-2022-256x256/masks/29424_0000.png,0.0
5317,5317_0008,prostate,../input/hubmap-2022-256x256/train/5317_0008.png,../input/hubmap-2022-256x256/masks/5317_0008.png,4.0
23094,23094_0000,largeintestine,../input/hubmap-2022-256x256/train/23094_0000.png,../input/hubmap-2022-256x256/masks/23094_0000.png,2.0
27879,27879_0001,kidney,../input/hubmap-2022-256x256/train/27879_0001.png,../input/hubmap-2022-256x256/masks/27879_0001.png,4.0
28262,28262_0005,kidney,../input/hubmap-2022-256x256/train/28262_0005.png,../input/hubmap-2022-256x256/masks/28262_0005.png,3.0
16149,16149_0002,prostate,../input/hubmap-2022-256x256/train/16149_0002.png,../input/hubmap-2022-256x256/masks/16149_0002.png,1.0
1184,1184_0001,prostate,../input/hubmap-2022-256x256/train/1184_0001.png,../input/hubmap-2022-256x256/masks/1184_0001.png,4.0
676,676_0008,largeintestine,../input/hubmap-2022-256x256/train/676_0008.png,../input/hubmap-2022-256x256/masks/676_0008.png,1.0
10892,10892_0007,largeintestine,../input/hubmap-2022-256x256/train/10892_0007.png,../input/hubmap-2022-256x256/masks/10892_0007.png,2.0
3083,3083_0004,kidney,../input/hubmap-2022-256x256/train/3083_0004.png,../input/hubmap-2022-256x256/masks/3083_0004.png,4.0
22953,22953_0006,spleen,../input/hubmap-2022-256x256/train/22953_0006.png,../input/hubmap-2022-256x256/masks/22953_0006.png,1.0
10666,10666_0007,prostate,../input/hubmap-2022-256x256/train/10666_0007.png,../input/hubmap-2022-256x256/masks/10666_0007.png,3.0
22035,22035_0000,kidney,../input/hubmap-2022-256x256/train/22035_0000.png,../input/hubmap-2022-256x256/masks/22035_0000.png,3.0
27128,27128_0001,largeintestine,../input/hubmap-2022-256x256/train/27128_0001.png,../input/hubmap-2022-256x256/masks/27128_0001.png,0.0
7169,7169_0005,spleen,../input/hubmap-2022-256x256/train/7169_0005.png,../input/hubmap-2022-256x256/masks/7169_0005.png,1.0
26664,26664_0004,spleen,../input/hubmap-2022-256x256/train/26664_0004.png,../input/hubmap-2022-256x256/masks/26664_0004.png,3.0
29820,29820_0004,largeintestine,../input/hubmap-2022-256x256/train/29820_0004.png,../input/hubmap-2022-256x256/masks/29820_0004.png,0.0
3083,3083_0006,kidney,../input/hubmap-2022-256x256/train/3083_0006.png,../input/hubmap-2022-256x256/masks/3083_0006.png,3.0
1731,1731_0004,lung,../input/hubmap-2022-256x256/train/1731_0004.png,../input/hubmap-2022-256x256/masks/1731_0004.png,3.0
127,127_0001,lung,../input/hubmap-2022-256x256/train/127_0001.png,../input/hubmap-2022-256x256/masks/127_0001.png,4.0
9470,9470_0004,kidney,../input/hubmap-2022-256x256/train/9470_0004.png,../input/hubmap-2022-256x256/masks/9470_0004.png,1.0
203,203_0003,largeintestine,../input/hubmap-2022-256x256/train/203_0003.png,../input/hubmap-2022-256x256/masks/203_0003.png,2.0
30474,30474_0000,kidney,../input/hubmap-2022-256x256/train/30474_0000.png,../input/hubmap-2022-256x256/masks/30474_0000.png,4.0
21195,21195_0003,kidney,../input/hubmap-2022-256x256/train/21195_0003.png,../input/hubmap-2022-256x256/masks/21195_0003.png,0.0
25641,25641_0008,largeintestine,../input/hubmap-2022-256x256/train/25641_0008.png,../input/hubmap-2022-256x256/masks/25641_0008.png,3.0
1229,1229_0007,prostate,../input/hubmap-2022-256x256/train/1229_0007.png,../input/hubmap-2022-256x256/masks/1229_0007.png,1.0
6730,6730_0007,prostate,../input/hubmap-2022-256x256/train/6730_0007.png,../input/hubmap-2022-256x256/masks/6730_0007.png,1.0
15124,15124_0002,lung,../input/hubmap-2022-256x256/train/15124_0002.png,../input/hubmap-2022-256x256/masks/15124_0002.png,3.0
2668,2668_0005,kidney,../input/hubmap-2022-256x256/train/2668_0005.png,../input/hubmap-2022-256x256/masks/2668_0005.png,0.0
3057,3057_0002,spleen,../input/hubmap-2022-256x256/train/3057_0002.png,../input/hubmap-2022-256x256/masks/3057_0002.png,3.0
4066,4066_0005,kidney,../input/hubmap-2022-256x256/train/4066_0005.png,../input/hubmap-2022-256x256/masks/4066_0005.png,0.0
1731,1731_0003,lung,../input/hubmap-2022-256x256/train/1731_0003.png,../input/hubmap-2022-256x256/masks/1731_0003.png,2.0
10392,10392_0001,spleen,../input/hubmap-2022-256x256/train/10392_0001.png,../input/hubmap-2022-256x256/masks/10392_0001.png,4.0
6807,6807_0006,kidney,../input/hubmap-2022-256x256/train/6807_0006.png,../input/hubmap-2022-256x256/masks/6807_0006.png,2.0
29143,29143_0004,spleen,../input/hubmap-2022-256x256/train/29143_0004.png,../input/hubmap-2022-256x256/masks/29143_0004.png,3.0
5099,5099_0001,kidney,../input/hubmap-2022-256x256/train/5099_0001.png,../input/hubmap-2022-256x256/masks/5099_0001.png,3.0
14756,14756_0003,kidney,../input/hubmap-2022-256x256/train/14756_0003.png,../input/hubmap-2022-256x256/masks/14756_0003.png,0.0
10666,10666_0001,prostate,../input/hubmap-2022-256x256/train/10666_0001.png,../input/hubmap-2022-256x256/masks/10666_0001.png,3.0
2447,2447_0005,kidney,../input/hubmap-2022-256x256/train/2447_0005.png,../input/hubmap-2022-256x256/masks/2447_0005.png,4.0
22995,22995_0001,prostate,../input/hubmap-2022-256x256/train/22995_0001.png,../input/hubmap-2022-256x256/masks/22995_0001.png,1.0
20794,20794_0006,kidney,../input/hubmap-2022-256x256/train/20794_0006.png,../input/hubmap-2022-256x256/masks/20794_0006.png,2.0
